product_id,name,price,category,description,condition,location,payment_Method,contact_info,is_sold,created_at,update_at,photos,seller_id
243,Portable Solar Phone Charger,1135.06,Electronics,Eco-friendly charger that uses solar energy for powering devices.,used,Isabella,cash,t.user123,true,7/22/2025,5/12/2024,"[{""item"":""http://dummyimage.com/113x100.png/cc0000/ffffff""},{""item"":""http://dummyimage.com/135x100.png/dddddd/000000""},{""item"":""http://dummyimage.com/144x100.png/dddddd/000000""},{""item"":""http://dummyimage.com/227x100.png/5fa2dd/ffffff""},{""item"":""http://dummyimage.com/184x100.png/5fa2dd/ffffff""}]",243
244,Glass Food Containers,8508.79,Kitchen,BPA-free glass containers for safe food storage.,used,Myrtle,cash,(555) 123-9876,true,9/9/2024,8/7/2020,"[{""item"":""http://dummyimage.com/128x100.png/dddddd/000000""},{""item"":""http://dummyimage.com/149x100.png/5fa2dd/ffffff""},{""item"":""http://dummyimage.com/143x100.png/ff4444/ffffff""},{""item"":""http://dummyimage.com/133x100.png/cc0000/ffffff""}]",244
245,Organic Baby Carrots,8467.99,Food - Fresh Produce,Fresh and crunchy baby carrots ready for snacking.,used,Isabella,cash,(555) 123-9876,true,3/17/2020,2/7/2021,"[{""item"":""http://dummyimage.com/123x100.png/cc0000/ffffff""},{""item"":""http://dummyimage.com/101x100.png/dddddd/000000""}]",245
246,Potting Soil,3116.63,Garden,Premium potting soil for indoor plants.,new,Isabella,paypal,(555) 123-9876,false,5/11/2020,5/17/2021,"[{""item"":""http://dummyimage.com/188x100.png/cc0000/ffffff""},{""item"":""http://dummyimage.com/240x100.png/5fa2dd/ffffff""},{""item"":""http://dummyimage.com/195x100.png/dddddd/000000""},{""item"":""http://dummyimage.com/236x100.png/cc0000/ffffff""}]",246
247,Savory Mushroom Risotto,2591.09,Food - Gourmet Rice,Creamy risotto infused with wild mushrooms.,new,Myrtle,cash,t.user123,false,12/19/2022,4/29/2025,"[{""item"":""http://dummyimage.com/204x100.png/5fa2dd/ffffff""},{""item"":""http://dummyimage.com/199x100.png/5fa2dd/ffffff""},{""item"":""http://dummyimage.com/121x100.png/dddddd/000000""},{""item"":""http://dummyimage.com/244x100.png/cc0000/ffffff""},{""item"":""http://dummyimage.com/217x100.png/5fa2dd/ffffff""}]",247
248,Sliced Olives,5963.67,Food - Condiments,"Pitted black olives, perfect for salads and pizzas.",new,City-Vista,paypal,name@email.com,true,10/22/2024,4/17/2021,"[{""item"":""http://dummyimage.com/179x100.png/dddddd/000000""},{""item"":""http://dummyimage.com/171x100.png/dddddd/000000""},{""item"":""http://dummyimage.com/152x100.png/cc0000/ffffff""},{""item"":""http://dummyimage.com/137x100.png/ff4444/ffffff""},{""item"":""http://dummyimage.com/198x100.png/ff4444/ffffff""}]",248
249,Adjustable Window Blind,4783.04,Home,Customizable window cover for light control and privacy.,new,City-Vista,credit_card,name@email.com,true,9/1/2024,10/24/2021,"[{""item"":""http://dummyimage.com/238x100.png/dddddd/000000""},{""item"":""http://dummyimage.com/182x100.png/5fa2dd/ffffff""}]",249
250,Kitchen Knife Sharpening System,6882.65,Kitchen,Professional sharpening system for kitchen knives.,new,Isabella,credit_card,name@email.com,false,2/3/2025,7/30/2025,"[{""item"":""http://dummyimage.com/112x100.png/cc0000/ffffff""},{""item"":""http://dummyimage.com/176x100.png/5fa2dd/ffffff""},{""item"":""http://dummyimage.com/116x100.png/cc0000/ffffff""},{""item"":""http://dummyimage.com/227x100.png/cc0000/ffffff""}]",250
251,Shatterproof Wine Glasses,4.52,Outdoor,"Durable, unbreakable wine glasses for outdoor use.",used,Murchison,cash,name@email.com,false,1/27/2025,12/27/2023,"[{""item"":""http://dummyimage.com/107x100.png/ff4444/ffffff""},{""item"":""http://dummyimage.com/174x100.png/cc0000/ffffff""},{""item"":""http://dummyimage.com/151x100.png/ff4444/ffffff""}]",251
252,Pet Nail Clipper,4736.69,Pets,Safe and easy-to-use nail clippers for pets.,new,City-Vista,credit_card,name@email.com,true,12/19/2022,12/6/2023,[],252
253,Mini Indoor Hydroponic Garden,6360.6,Garden,Grow herbs indoors with this easy-to-use hydroponic garden system.,new,Murchison,credit_card,t.user123,true,4/23/2020,1/13/2020,"[{""item"":""http://dummyimage.com/141x100.png/5fa2dd/ffffff""},{""item"":""http://dummyimage.com/166x100.png/ff4444/ffffff""}]",253
254,Cinnamon Raisin Bread,2663.01,Food - Bakery,"Sweet bread with cinnamon and raisins, great for breakfast or snacks.",new,City-Vista,cash,(555) 123-9876,false,10/26/2022,11/3/2020,"[{""item"":""http://dummyimage.com/117x100.png/dddddd/000000""},{""item"":""http://dummyimage.com/188x100.png/ff4444/ffffff""},{""item"":""http://dummyimage.com/134x100.png/ff4444/ffffff""},{""item"":""http://dummyimage.com/107x100.png/ff4444/ffffff""},{""item"":""http://dummyimage.com/248x100.png/dddddd/000000""},{""item"":""http://dummyimage.com/186x100.png/5fa2dd/ffffff""}]",254
255,Eco-Friendly Yoga Blocks,3836.75,Fitness,Sustainable foam blocks for yoga practice.,new,Murchison,paypal,name@email.com,true,11/15/2024,11/16/2025,"[{""item"":""http://dummyimage.com/131x100.png/ff4444/ffffff""},{""item"":""http://dummyimage.com/145x100.png/dddddd/000000""},{""item"":""http://dummyimage.com/152x100.png/5fa2dd/ffffff""},{""item"":""http://dummyimage.com/246x100.png/ff4444/ffffff""},{""item"":""http://dummyimage.com/214x100.png/dddddd/000000""},{""item"":""http://dummyimage.com/122x100.png/5fa2dd/ffffff""}]",255
256,Peach Preserves,9100.51,Food - Condiments,"Sweet and fruity peach preserves, perfect for spreading on toast.",used,Myrtle,cash,t.user123,true,2/13/2025,5/23/2024,"[{""item"":""http://dummyimage.com/115x100.png/5fa2dd/ffffff""}]",256
257,Sculpting Kit,2813.74,Art Supplies,Complete sculpting tools for artists.,used,Murchison,cash,(555) 123-9876,true,9/26/2022,12/1/2024,"[{""item"":""http://dummyimage.com/173x100.png/dddddd/000000""}]",257
258,Instant Read Meat Thermometer,9757.53,Kitchen,Fast and accurate thermometer for grilling and cooking.,new,City-Vista,paypal,name@email.com,false,12/19/2025,11/4/2025,[],258
259,Ice Cream Maker,716.35,Kitchen,Homemade ice cream maker for delicious desserts.,used,Myrtle,paypal,name@email.com,false,5/18/2023,4/6/2021,"[{""item"":""http://dummyimage.com/222x100.png/5fa2dd/ffffff""},{""item"":""http://dummyimage.com/171x100.png/dddddd/000000""}]",259
260,Mediterranean Flatbread,1924.32,Food - Bakery,"Artisan bread topped with olives, feta, and herbs, perfect for sharing.",used,Isabella,credit_card,name@email.com,false,2/1/2023,9/8/2023,"[{""item"":""http://dummyimage.com/142x100.png/ff4444/ffffff""},{""item"":""http://dummyimage.com/108x100.png/5fa2dd/ffffff""},{""item"":""http://dummyimage.com/239x100.png/5fa2dd/ffffff""},{""item"":""http://dummyimage.com/111x100.png/dddddd/000000""},{""item"":""http://dummyimage.com/209x100.png/5fa2dd/ffffff""}]",260
261,Tofu,909.01,Food - Meat Alternatives,"Firm tofu, a great plant-based protein option.",used,Murchison,credit_card,name@email.com,true,10/26/2024,8/11/2024,[],261
262,Vegetable Potstickers,7559.9,Food - Frozen Food,"Delicious vegetable dumplings, perfect for steaming or frying.",new,Isabella,paypal,t.user123,false,3/15/2020,4/14/2020,"[{""item"":""http://dummyimage.com/182x100.png/ff4444/ffffff""},{""item"":""http://dummyimage.com/210x100.png/5fa2dd/ffffff""}]",262
263,Frozen Burritos,1834.61,Food - Frozen Foods,Easy-to-heat frozen burritos for a quick meal.,new,Myrtle,cash,(555) 123-9876,false,8/22/2024,4/21/2022,"[{""item"":""http://dummyimage.com/233x100.png/dddddd/000000""},{""item"":""http://dummyimage.com/121x100.png/dddddd/000000""}]",263
264,Chicken Broth,2755.55,Food - Canned Goods,"Rich and flavorful chicken broth, great for soups.",new,Murchison,credit_card,name@email.com,true,2/15/2021,12/5/2022,"[{""item"":""http://dummyimage.com/127x100.png/ff4444/ffffff""},{""item"":""http://dummyimage.com/139x100.png/ff4444/ffffff""}]",264
265,Jalapeño Cornbread,1927.77,Food - Bakery,Spicy cornbread infused with jalapeños for a kick of flavor at your next meal.,used,City-Vista,cash,t.user123,true,3/7/2021,4/15/2021,"[{""item"":""http://dummyimage.com/174x100.png/dddddd/000000""},{""item"":""http://dummyimage.com/177x100.png/ff4444/ffffff""},{""item"":""http://dummyimage.com/114x100.png/5fa2dd/ffffff""}]",265
266,Outdoor Mosquito Repellent Lantern,9654.27,Outdoor,Lantern that repels mosquitoes while providing light.,new,Isabella,cash,(555) 123-9876,false,3/17/2024,6/9/2020,"[{""item"":""http://dummyimage.com/212x100.png/ff4444/ffffff""},{""item"":""http://dummyimage.com/115x100.png/ff4444/ffffff""},{""item"":""http://dummyimage.com/219x100.png/5fa2dd/ffffff""},{""item"":""http://dummyimage.com/136x100.png/5fa2dd/ffffff""},{""item"":""http://dummyimage.com/184x100.png/cc0000/ffffff""}]",266
267,Almond Flour Biscuits,1020.7,Food - Bakery,Gluten-free biscuits made with almond flour.,used,Myrtle,credit_card,t.user123,false,3/17/2024,9/19/2022,[],267
268,Coconut Milk Yogurt,6395.56,Food - Dairy Alternatives,Creamy yogurt made with coconut milk,new,Isabella,cash,(555) 123-9876,true,12/15/2021,3/24/2020,"[{""item"":""http://dummyimage.com/148x100.png/cc0000/ffffff""},{""item"":""http://dummyimage.com/189x100.png/ff4444/ffffff""},{""item"":""http://dummyimage.com/103x100.png/ff4444/ffffff""}]",268
269,Self-Inflating Camping Mattress,8557.44,Outdoor,Comfortable camping mattress that inflates automatically.,new,Murchison,credit_card,t.user123,false,10/29/2021,11/9/2025,"[{""item"":""http://dummyimage.com/148x100.png/cc0000/ffffff""},{""item"":""http://dummyimage.com/164x100.png/5fa2dd/ffffff""},{""item"":""http://dummyimage.com/211x100.png/5fa2dd/ffffff""},{""item"":""http://dummyimage.com/108x100.png/cc0000/ffffff""}]",269
270,Plant-Based Meal Prep Containers,5457.26,Kitchen,Eco-friendly meal prep containers for healthy eating.,used,Murchison,paypal,name@email.com,false,7/24/2024,12/3/2023,"[{""item"":""http://dummyimage.com/156x100.png/cc0000/ffffff""},{""item"":""http://dummyimage.com/110x100.png/cc0000/ffffff""},{""item"":""http://dummyimage.com/171x100.png/5fa2dd/ffffff""},{""item"":""http://dummyimage.com/211x100.png/ff4444/ffffff""},{""item"":""http://dummyimage.com/207x100.png/5fa2dd/ffffff""}]",270
271,Salt and Pepper Grinder Set,7000.52,Kitchen,Adjustable grinders for fresh spices at the table.,new,Myrtle,paypal,name@email.com,false,12/13/2021,10/24/2022,[],271
272,Gluten-Free Bread,2185.24,Food - Bakery,Soft and tasty gluten-free sandwich bread.,new,Isabella,cash,t.user123,true,1/14/2022,8/8/2021,"[{""item"":""http://dummyimage.com/225x100.png/cc0000/ffffff""},{""item"":""http://dummyimage.com/177x100.png/5fa2dd/ffffff""},{""item"":""http://dummyimage.com/126x100.png/dddddd/000000""}]",272
273,Stainless Steel Mixing Bowls,8747.13,Kitchen,Set of versatile mixing bowls for cooking.,new,Murchison,paypal,(555) 123-9876,false,12/28/2025,7/2/2021,"[{""item"":""http://dummyimage.com/227x100.png/dddddd/000000""}]",273
274,Two-Tone Windbreaker,6836.44,Clothing - Outerwear,"Stylish two-tone windbreaker, perfect for active days.",used,City-Vista,credit_card,name@email.com,true,8/9/2021,7/4/2020,"[{""item"":""http://dummyimage.com/196x100.png/ff4444/ffffff""},{""item"":""http://dummyimage.com/212x100.png/dddddd/000000""},{""item"":""http://dummyimage.com/129x100.png/dddddd/000000""},{""item"":""http://dummyimage.com/149x100.png/ff4444/ffffff""},{""item"":""http://dummyimage.com/112x100.png/cc0000/ffffff""}]",274
275,Maxi Wrap Dress,5605.45,Clothing - Dresses,A flowy maxi dress perfect for both casual and semi-formal occasions.,used,Murchison,cash,t.user123,false,7/25/2023,9/17/2022,"[{""item"":""http://dummyimage.com/204x100.png/5fa2dd/ffffff""}]",275
276,Golf Putting Green,2243.46,Sports,Indoor putting green for practicing your putting skills.,new,Myrtle,cash,t.user123,true,12/8/2020,4/12/2020,[],276
277,Herb Garden Planter Box,9228.81,Garden,Elevated planter box for growing herbs or small plants easily.,new,Myrtle,cash,t.user123,true,6/19/2022,8/13/2025,"[{""item"":""http://dummyimage.com/175x100.png/ff4444/ffffff""},{""item"":""http://dummyimage.com/248x100.png/ff4444/ffffff""},{""item"":""http://dummyimage.com/197x100.png/dddddd/000000""},{""item"":""http://dummyimage.com/157x100.png/cc0000/ffffff""}]",277
278,Portable Hammock with Stand,7261.54,Outdoor,Lightweight hammock with a sturdy stand for relaxation anywhere.,new,Myrtle,credit_card,name@email.com,false,4/15/2023,1/24/2023,[],278
279,Deep Tissue Massage Gun,151.84,Health,Rechargeable massage gun for relieving muscle soreness.,new,Myrtle,cash,(555) 123-9876,true,10/15/2025,6/5/2024,[],279
280,Jalapeño Cornbread,1398.78,Food - Bakery,Spicy cornbread infused with jalapeños for a kick of flavor at your next meal.,new,Murchison,cash,t.user123,false,11/20/2025,11/8/2020,"[{""item"":""http://dummyimage.com/100x100.png/ff4444/ffffff""}]",280
281,Buffalo Style Cauliflower Bites,948.06,Food - Frozen Vegetables,"Frozen cauliflower bites coated in spicy buffalo sauce, ready to bake and enjoy as an appetizer.",new,Myrtle,paypal,t.user123,true,11/17/2022,1/22/2021,"[{""item"":""http://dummyimage.com/146x100.png/cc0000/ffffff""},{""item"":""http://dummyimage.com/250x100.png/cc0000/ffffff""},{""item"":""http://dummyimage.com/169x100.png/ff4444/ffffff""},{""item"":""http://dummyimage.com/177x100.png/dddddd/000000""},{""item"":""http://dummyimage.com/189x100.png/ff4444/ffffff""},{""item"":""http://dummyimage.com/238x100.png/5fa2dd/ffffff""}]",281
282,Water Bottle,667.58,Fitness,Insulated water bottle for keeping drinks cold.,new,City-Vista,credit_card,name@email.com,false,8/9/2024,3/25/2020,"[{""item"":""http://dummyimage.com/233x100.png/dddddd/000000""},{""item"":""http://dummyimage.com/166x100.png/ff4444/ffffff""},{""item"":""http://dummyimage.com/219x100.png/ff4444/ffffff""},{""item"":""http://dummyimage.com/193x100.png/ff4444/ffffff""}]",282
283,Mango Chili Salsa,677.35,Food - Condiments,"A sweet and spicy salsa made with mangoes and a hint of chili, great with chips or grilled chicken.",new,Isabella,cash,(555) 123-9876,true,3/3/2023,12/16/2025,"[{""item"":""http://dummyimage.com/191x100.png/ff4444/ffffff""},{""item"":""http://dummyimage.com/159x100.png/5fa2dd/ffffff""},{""item"":""http://dummyimage.com/199x100.png/dddddd/000000""},{""item"":""http://dummyimage.com/106x100.png/5fa2dd/ffffff""}]",283
284,Asian Stir-Fry Kit,7906.23,Food - Frozen Meals,Prepped vegetables and sauces for a quick Asian stir-fry meal.,used,Isabella,paypal,name@email.com,true,10/8/2022,6/1/2021,"[{""item"":""http://dummyimage.com/237x100.png/ff4444/ffffff""},{""item"":""http://dummyimage.com/226x100.png/cc0000/ffffff""},{""item"":""http://dummyimage.com/126x100.png/5fa2dd/ffffff""}]",284
285,Crispy Rice Treats,9269.16,Food - Snacks,Classic marshmallow treats made with crispy rice.,new,Myrtle,credit_card,(555) 123-9876,true,12/16/2024,4/2/2025,"[{""item"":""http://dummyimage.com/129x100.png/dddddd/000000""},{""item"":""http://dummyimage.com/147x100.png/cc0000/ffffff""},{""item"":""http://dummyimage.com/144x100.png/ff4444/ffffff""}]",285
286,Savory Pumpkin Soup,5670.43,Food - Soups,Creamy pumpkin soup with spices,used,Myrtle,cash,t.user123,false,5/31/2021,5/8/2020,"[{""item"":""http://dummyimage.com/203x100.png/dddddd/000000""},{""item"":""http://dummyimage.com/103x100.png/ff4444/ffffff""},{""item"":""http://dummyimage.com/112x100.png/ff4444/ffffff""},{""item"":""http://dummyimage.com/207x100.png/5fa2dd/ffffff""},{""item"":""http://dummyimage.com/113x100.png/ff4444/ffffff""}]",286
287,Raisin Cinnamon Granola,2565.83,Food - Cereals,Crunchy granola with raisins and cinnamon for a delightful breakfast.,new,Murchison,credit_card,name@email.com,true,4/9/2020,5/12/2023,"[{""item"":""http://dummyimage.com/179x100.png/dddddd/000000""}]",287
288,Spicy Kimchi,7478.18,Food - Condiments,"Traditional Korean fermented vegetables, packed with flavor.",new,City-Vista,cash,(555) 123-9876,true,9/14/2020,11/16/2021,"[{""item"":""http://dummyimage.com/212x100.png/5fa2dd/ffffff""}]",288
289,Rechargeable Hand Warmer,8403.78,Accessories,Portable rechargeable warmer for cold days.,used,Murchison,credit_card,(555) 123-9876,false,12/28/2020,10/13/2020,"[{""item"":""http://dummyimage.com/116x100.png/cc0000/ffffff""},{""item"":""http://dummyimage.com/174x100.png/dddddd/000000""},{""item"":""http://dummyimage.com/128x100.png/5fa2dd/ffffff""}]",289
290,Baking Soda,2629.34,Food - Baking,Essential ingredient for baking and cooking.,used,Isabella,cash,name@email.com,true,5/7/2020,8/1/2020,"[{""item"":""http://dummyimage.com/125x100.png/5fa2dd/ffffff""}]",290
291,Smart Fitness Scale,8117.67,Fitness,Bluetooth scale that tracks body composition through an app.,used,City-Vista,credit_card,(555) 123-9876,true,6/5/2021,1/5/2021,[],291
292,Multi-Function Smartphone Holder,3782.96,Electronics,"Versatile holder that can be used on desks, cars, and more.",new,Myrtle,credit_card,t.user123,true,3/11/2023,7/17/2022,"[{""item"":""http://dummyimage.com/242x100.png/ff4444/ffffff""},{""item"":""http://dummyimage.com/120x100.png/dddddd/000000""},{""item"":""http://dummyimage.com/146x100.png/ff4444/ffffff""},{""item"":""http://dummyimage.com/216x100.png/ff4444/ffffff""},{""item"":""http://dummyimage.com/206x100.png/dddddd/000000""}]",292
293,Baked Falafel Balls,4494.46,Food - Frozen Vegetables,"Frozen falafel balls made from chickpeas and herbs, perfect for quick meals or salads.",used,Isabella,cash,t.user123,true,3/12/2020,8/6/2022,"[{""item"":""http://dummyimage.com/172x100.png/5fa2dd/ffffff""},{""item"":""http://dummyimage.com/230x100.png/cc0000/ffffff""},{""item"":""http://dummyimage.com/137x100.png/dddddd/000000""},{""item"":""http://dummyimage.com/215x100.png/ff4444/ffffff""},{""item"":""http://dummyimage.com/227x100.png/dddddd/000000""}]",293
294,Collapsible Colander,13.73,Kitchen,Space-saving colander for rinsing fruits and vegetables.,used,Myrtle,paypal,name@email.com,true,10/17/2025,11/23/2021,"[{""item"":""http://dummyimage.com/132x100.png/ff4444/ffffff""},{""item"":""http://dummyimage.com/223x100.png/ff4444/ffffff""}]",294
295,Outdoor Folding Table,9034.88,Outdoor,Lightweight and portable folding table for camping or picnics.,new,Myrtle,cash,name@email.com,false,3/22/2024,5/25/2021,"[{""item"":""http://dummyimage.com/100x100.png/dddddd/000000""}]",295
296,Pet Hair Vacuum Attachment,8837.29,Pets,Special attachment for vacuum cleaners to remove pet hair easily.,used,Myrtle,paypal,(555) 123-9876,false,5/2/2025,3/3/2021,"[{""item"":""http://dummyimage.com/130x100.png/cc0000/ffffff""}]",296
297,Avocado Lime Dressing,7336.97,Food - Condiments,"Refreshing dressing made with avocado and lime, perfect for salads.",used,City-Vista,cash,(555) 123-9876,false,2/2/2021,7/13/2024,"[{""item"":""http://dummyimage.com/108x100.png/dddddd/000000""}]",297
298,Caraway Rye Bread,2447.66,Food - Bakery,Artisan bread with caraway seeds for added flavor.,new,City-Vista,cash,(555) 123-9876,false,8/25/2020,7/27/2023,"[{""item"":""http://dummyimage.com/108x100.png/5fa2dd/ffffff""}]",298
299,Wooden Puzzle Game,3094.24,Toys,Classic wooden puzzle game for kids and adults.,used,Myrtle,credit_card,name@email.com,true,4/26/2021,6/22/2020,"[{""item"":""http://dummyimage.com/243x100.png/ff4444/ffffff""},{""item"":""http://dummyimage.com/151x100.png/5fa2dd/ffffff""}]",299
300,Collapsible Colander,3829.13,Kitchen,Space-saving colander for rinsing fruits and vegetables.,new,Isabella,paypal,name@email.com,true,11/26/2020,6/28/2020,"[{""item"":""http://dummyimage.com/180x100.png/dddddd/000000""},{""item"":""http://dummyimage.com/229x100.png/ff4444/ffffff""}]",300
301,Vegan chocolate chip cookies,3696.55,Food - Bakery,"Delicious soft cookies, dairy-free and egg-free, perfect for treats.",used,Murchison,paypal,(555) 123-9876,false,11/13/2020,10/2/2020,[],301
302,Harvest Grain Salad,1878.46,Food - Salads,"A hearty salad with grains, dried fruits, and nuts.",new,Isabella,credit_card,name@email.com,true,12/12/2023,7/31/2022,[],302
303,Bamboo Cutting Board Set,4667.89,Kitchen,Eco-friendly bamboo cutting boards in various sizes.,used,Murchison,paypal,(555) 123-9876,false,9/4/2022,10/31/2023,"[{""item"":""http://dummyimage.com/153x100.png/5fa2dd/ffffff""},{""item"":""http://dummyimage.com/158x100.png/dddddd/000000""},{""item"":""http://dummyimage.com/101x100.png/cc0000/ffffff""},{""item"":""http://dummyimage.com/209x100.png/cc0000/ffffff""}]",303
304,Vegetarian Pizza,9316.31,Food - Frozen Foods,Frozen pizza loaded with vegetables and cheese.,used,Murchison,cash,t.user123,false,7/6/2022,4/19/2025,"[{""item"":""http://dummyimage.com/128x100.png/dddddd/000000""},{""item"":""http://dummyimage.com/184x100.png/5fa2dd/ffffff""},{""item"":""http://dummyimage.com/209x100.png/dddddd/000000""},{""item"":""http://dummyimage.com/175x100.png/cc0000/ffffff""},{""item"":""http://dummyimage.com/176x100.png/cc0000/ffffff""},{""item"":""http://dummyimage.com/215x100.png/5fa2dd/ffffff""}]",304
305,Deep Tissue Massage Gun,8698.98,Health,Rechargeable massage gun for relieving muscle soreness.,used,Isabella,paypal,t.user123,false,5/17/2023,8/12/2025,"[{""item"":""http://dummyimage.com/107x100.png/5fa2dd/ffffff""},{""item"":""http://dummyimage.com/147x100.png/cc0000/ffffff""},{""item"":""http://dummyimage.com/201x100.png/ff4444/ffffff""}]",305
306,Jump Rope with Counter,1325.67,Fitness,Durable jump rope with built-in counter for workouts.,new,Murchison,cash,(555) 123-9876,false,10/17/2022,2/4/2023,"[{""item"":""http://dummyimage.com/208x100.png/5fa2dd/ffffff""},{""item"":""http://dummyimage.com/250x100.png/dddddd/000000""},{""item"":""http://dummyimage.com/115x100.png/5fa2dd/ffffff""}]",306
307,Lemon Herb Quinoa,3421.04,Food - Grains,"Fluffy quinoa mixed with lemon zest and herbs, a perfect side.",used,Murchison,paypal,t.user123,false,12/16/2020,1/11/2024,"[{""item"":""http://dummyimage.com/236x100.png/ff4444/ffffff""},{""item"":""http://dummyimage.com/224x100.png/5fa2dd/ffffff""},{""item"":""http://dummyimage.com/152x100.png/cc0000/ffffff""},{""item"":""http://dummyimage.com/200x100.png/dddddd/000000""},{""item"":""http://dummyimage.com/105x100.png/5fa2dd/ffffff""}]",307
308,Herbed Goat Cheese,9671.65,Food - Cheese,"Tangy goat cheese infused with herbs, perfect for snacking.",used,Myrtle,credit_card,name@email.com,true,9/24/2024,11/8/2024,"[{""item"":""http://dummyimage.com/163x100.png/cc0000/ffffff""}]",308
309,Home Karaoke System,1000.12,Audio,Complete karaoke system with microphones and speakers.,new,Myrtle,paypal,(555) 123-9876,false,10/9/2022,6/13/2023,"[{""item"":""http://dummyimage.com/142x100.png/ff4444/ffffff""},{""item"":""http://dummyimage.com/136x100.png/ff4444/ffffff""}]",309
310,Compact Pop-Up Tent,1758.51,Outdoor,Easy setup tent perfect for camping and outdoor festivals.,new,Murchison,credit_card,(555) 123-9876,false,10/13/2021,6/9/2021,"[{""item"":""http://dummyimage.com/154x100.png/cc0000/ffffff""},{""item"":""http://dummyimage.com/199x100.png/5fa2dd/ffffff""},{""item"":""http://dummyimage.com/128x100.png/cc0000/ffffff""},{""item"":""http://dummyimage.com/135x100.png/dddddd/000000""},{""item"":""http://dummyimage.com/187x100.png/5fa2dd/ffffff""}]",310
311,Creative Puzzle Game,7896.36,Toys,Challenging and fun puzzle game for all ages.,new,Isabella,paypal,t.user123,false,4/14/2025,7/24/2023,"[{""item"":""http://dummyimage.com/216x100.png/dddddd/000000""},{""item"":""http://dummyimage.com/146x100.png/5fa2dd/ffffff""},{""item"":""http://dummyimage.com/238x100.png/ff4444/ffffff""}]",311
312,Honey Lemon Tea,1770.63,Food - Beverages,"Refreshing tea with honey and lemon flavor, perfect for a warm drink.",new,Murchison,paypal,t.user123,true,1/26/2025,12/3/2021,"[{""item"":""http://dummyimage.com/188x100.png/dddddd/000000""},{""item"":""http://dummyimage.com/142x100.png/cc0000/ffffff""}]",312
313,Travel Shoe Bags Set,1837.64,Travel,Set of breathable bags for organizing shoes while traveling.,used,Myrtle,paypal,t.user123,false,2/28/2020,3/6/2020,"[{""item"":""http://dummyimage.com/127x100.png/dddddd/000000""},{""item"":""http://dummyimage.com/161x100.png/dddddd/000000""},{""item"":""http://dummyimage.com/203x100.png/5fa2dd/ffffff""}]",313
314,Personalized Cutting Board,6540.26,Kitchen,Custom cutting board made from high-quality wood.,new,City-Vista,paypal,t.user123,false,1/8/2023,3/4/2021,"[{""item"":""http://dummyimage.com/229x100.png/5fa2dd/ffffff""},{""item"":""http://dummyimage.com/218x100.png/dddddd/000000""},{""item"":""http://dummyimage.com/238x100.png/ff4444/ffffff""},{""item"":""http://dummyimage.com/139x100.png/ff4444/ffffff""},{""item"":""http://dummyimage.com/166x100.png/dddddd/000000""}]",314
315,Travel Orthopedic Pillow,2711.0,Travel,Supportive pillow that provides comfort while traveling.,new,City-Vista,cash,(555) 123-9876,true,8/23/2020,10/31/2021,"[{""item"":""http://dummyimage.com/208x100.png/5fa2dd/ffffff""},{""item"":""http://dummyimage.com/200x100.png/5fa2dd/ffffff""},{""item"":""http://dummyimage.com/144x100.png/ff4444/ffffff""},{""item"":""http://dummyimage.com/242x100.png/ff4444/ffffff""}]",315
316,Safety Goggles,63.19,Safety,Protective goggles for DIY and construction work.,used,Murchison,cash,(555) 123-9876,true,9/26/2024,9/12/2022,"[{""item"":""http://dummyimage.com/205x100.png/ff4444/ffffff""},{""item"":""http://dummyimage.com/108x100.png/cc0000/ffffff""},{""item"":""http://dummyimage.com/152x100.png/cc0000/ffffff""},{""item"":""http://dummyimage.com/248x100.png/5fa2dd/ffffff""},{""item"":""http://dummyimage.com/154x100.png/ff4444/ffffff""},{""item"":""http://dummyimage.com/163x100.png/ff4444/ffffff""}]",316
317,Pumpkin Puree,7242.39,Food - Canned Goods,"Canned pumpkin puree, perfect for pies and soups.",used,Myrtle,cash,(555) 123-9876,true,11/9/2020,9/1/2021,[],317
318,Smart Scale,6591.32,Health,Wi-Fi smart scale for tracking weight and BMI.,used,Isabella,paypal,name@email.com,false,8/21/2024,2/13/2025,"[{""item"":""http://dummyimage.com/141x100.png/ff4444/ffffff""},{""item"":""http://dummyimage.com/143x100.png/cc0000/ffffff""},{""item"":""http://dummyimage.com/231x100.png/5fa2dd/ffffff""},{""item"":""http://dummyimage.com/128x100.png/dddddd/000000""},{""item"":""http://dummyimage.com/104x100.png/ff4444/ffffff""}]",318
319,Cinnamon Spiced Almonds,1192.98,Food - Snacks,Crispy almonds coated with cinnamon and sugar for a sweet and crunchy snack.,new,Myrtle,cash,(555) 123-9876,true,4/25/2024,1/9/2020,"[{""item"":""http://dummyimage.com/203x100.png/5fa2dd/ffffff""},{""item"":""http://dummyimage.com/194x100.png/ff4444/ffffff""}]",319
320,Wooden Toy Train Set,6244.32,Toys,Classic wooden train set for imaginative play.,used,City-Vista,cash,name@email.com,true,11/14/2020,12/21/2023,[],320
